年,週番号,開始日,終了日,保健所,インフルエンザ,RSウイルス感染症,咽頭結膜熱,Ａ群溶血性レンサ球菌咽頭炎,感染性胃腸炎,水痘,手足口病,伝染性紅斑,突発性発しん,百日咳,ヘルパンギ｜ナ,流行性耳下腺炎,不明発しん症,川崎病,急性出血性結膜炎,流行性角結膜炎,細菌性髄膜炎*,無菌性髄膜炎,マイコプラズマ肺炎,クラミジア肺炎(オウム病は除く),感染性胃腸炎／ロタウイルス,インフルエンザ入院,新型コロナウイルス感染症／COVID|19,COVID|19入院,急性呼吸器感染症／ARI
2016,6,2016-02-08,2016-02-14,北区,32.91,,,0.71,4.0,0.14,,,0.29,,,0.14,,,,,,,,,,,,,
2016,6,2016-02-08,2016-02-14,荒川区,59.57,0.25,,8.5,5.25,1.25,,0.25,0.5,,,1.5,,,,1.0,,,,,,,,,
2016,6,2016-02-08,2016-02-14,板橋区,22.56,,0.1,0.5,3.2,0.4,,0.1,0.4,,,0.1,0.2,,,,,,1.0,,,2.0,,,
2016,6,2016-02-08,2016-02-14,練馬区,36.43,0.23,0.15,3.62,6.54,0.46,,,0.38,,,0.38,,,,,,,,,,,,,
2016,6,2016-02-08,2016-02-14,足立,34.65,0.31,0.23,2.38,7.62,0.23,,0.31,0.15,,,0.85,,,,0.5,,,,,,,,,
2016,6,2016-02-08,2016-02-14,葛飾区,43.15,0.13,,6.75,6.0,0.25,,,0.25,,,0.25,,,,3.0,,,3.0,,1.0,10.0,,,
2016,6,2016-02-08,2016-02-14,江戸川,40.42,0.08,0.42,6.33,10.0,0.67,,0.67,0.75,0.08,,0.67,,,,,,,,,,,,,
2016,6,2016-02-08,2016-02-14,八王子市,49.44,0.45,1.36,3.82,7.82,0.36,,0.64,0.45,,,1.0,0.09,,,1.0,,,,,,,,,
2016,6,2016-02-08,2016-02-14,町田市,47.62,0.13,,5.0,10.88,0.75,,0.75,0.25,,,0.38,0.13,0.25,,,,,,,,,,,
2016,6,2016-02-08,2016-02-14,西多摩,34.71,,0.13,2.5,4.5,0.38,,0.75,,,,0.63,,,,,,,,,,4.0,,,
2016,6,2016-02-08,2016-02-14,南多摩,50.21,0.11,,1.78,6.44,0.22,,0.67,0.33,,0.11,0.56,0.11,,,,,,,,,,,,
2016,6,2016-02-08,2016-02-14,多摩立川,39.14,,,3.5,4.57,0.14,0.07,0.29,0.14,,,0.36,,,,,,,,,2.0,,,,
2016,6,2016-02-08,2016-02-14,多摩府中,40.24,0.14,0.33,2.62,5.14,0.57,,0.33,0.38,,,1.0,0.05,,,,,,2.33,,,3.33,,,
2016,6,2016-02-08,2016-02-14,多摩小平,51.57,0.27,0.27,3.73,5.73,0.67,,0.67,0.6,,,0.6,0.13,,,2.0,,,,,,5.0,,,
2016,6,2016-02-08,2016-02-14,島しょ,16.5,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,
2016,7,2016-02-15,2016-02-21,報告数/定点数,29.91,0.12,0.2,2.83,7.24,0.38,0.03,0.3,0.43,0.01,0.0,0.63,0.06,0.02,,0.56,,0.04,0.44,,0.52,2.84,,,
2016,7,2016-02-15,2016-02-21,千代田,25.5,,,0.67,2.0,,,,,,,,,,,,,,,,,2.5,,,
2016,7,2016-02-15,2016-02-21,中央区,28.25,0.5,,4.5,14.0,,,,1.0,,,,,,,,,,,,,,,,
2016,7,2016-02-15,2016-02-21,みなと,30.33,0.17,1.33,1.67,7.17,1.33,0.5,0.17,0.5,,,0.33,,,,,,,1.0,,,2.0,,,
2016,7,2016-02-15,2016-02-21,新宿区,22.92,0.13,,1.25,3.88,0.75,,0.13,0.13,,,,,0.25,,,,,,,,4.0,,,
2016,7,2016-02-15,2016-02-21,文京,18.43,0.5,0.25,2.0,3.5,1.0,,0.25,0.25,,,0.5,,,,1.0,,,,,,6.0,,,
2016,7,2016-02-15,2016-02-21,台東,28.14,0.5,,0.75,9.0,,,0.75,0.5,,,0.75,,,,,,,,,,,,,
2016,7,2016-02-15,2016-02-21,墨田区,31.75,0.4,0.2,2.2,5.4,0.4,,1.2,0.6,,0.2,0.6,0.2,,,,,,2.0,,,2.0,,,
2016,7,2016-02-15,2016-02-21,江東区,27.57,0.11,,3.11,13.67,0.22,,0.11,0.56,,,0.89,,,,,,,,,,,,,
2016,7,2016-02-15,2016-02-21,品川区,17.75,0.25,,0.75,7.63,0.5,,,0.38,,,0.25,,,,,,,,,,,,,
2016,7,2016-02-15,2016-02-21,目黒区,21.0,0.2,0.6,2.4,5.6,0.2,,0.4,0.4,,,0.2,,,,,,,,,,,,,
2016,7,2016-02-15,2016-02-21,大田区,27.8,0.08,0.31,2.62,10.46,0.38,,0.38,0.15,,,0.08,,,,,,,,,,,,,
2016,7,2016-02-15,2016-02-21,世田谷,33.68,0.13,0.19,2.81,8.81,0.06,0.13,0.38,0.06,,,0.13,0.06,0.06,,0.5,,0.5,,,,5.5,,,
2016,7,2016-02-15,2016-02-21,渋谷区,15.0,,,1.5,7.5,0.5,,0.25,1.0,,,,,,,1.0,,,,,4.0,3.0,,,
2016,7,2016-02-15,2016-02-21,中野区,31.3,,,2.67,13.67,0.17,,0.5,0.33,,,,,,,,,,,,,,,,
2016,7,2016-02-15,2016-02-21,杉並,24.88,0.1,,1.2,5.9,0.3,,0.1,0.4,,,,,,,,,,,,,,,,
2016,7,2016-02-15,2016-02-21,池袋,19.14,0.25,,0.5,2.0,0.5,,,,,,0.25,,,,,,,,,,6.0,,,
2016,7,2016-02-15,2016-02-21,北区,23.45,0.14,0.14,2.0,5.14,0.14,,0.14,0.86,,,,0.29,,,,,,,,,,,,
2016,7,2016-02-15,2016-02-21,荒川区,38.29,1.0,,6.0,5.75,1.5,0.25,0.5,0.25,,,1.25,,,,1.0,,,,,,,,,
2016,7,2016-02-15,2016-02-21,板橋区,17.56,,0.1,0.7,4.6,0.6,,,0.6,,,0.1,,,,1.0,,,1.0,,,2.0,,,
2016,7,2016-02-15,2016-02-21,練馬区,29.38,,0.23,4.23,6.0,0.31,,,0.23,,,0.15,0.15,,,0.5,,,,,,,,,
2016,7,2016-02-15,2016-02-21,足立,31.85,0.08,0.38,2.38,7.92,0.77,,0.38,0.69,,,1.69,,,,1.5,,,,,,,,,
2016,7,2016-02-15,2016-02-21,葛飾区,37.69,0.13,,4.0,8.25,0.25,,0.13,0.38,,,0.75,0.13,,,6.0,,,2.0,,3.0,6.0,,,
2016,7,2016-02-15,2016-02-21,江戸川,36.53,0.08,0.25,5.42,9.58,0.17,0.08,0.42,0.08,,,1.0,0.17,0.08,,,,,,,,,,,
2016,7,2016-02-15,2016-02-21,八王子市,41.17,0.18,0.73,4.27,11.64,0.27,,0.91,0.91,0.09,,1.55,0.09,,,,,,3.0,,,1.0,,,
2016,7,2016-02-15,2016-02-21,町田市,43.15,,,5.75,10.38,0.5,,0.25,0.38,,,0.88,0.25,,,3.0,,,,,,,,,
2016,7,2016-02-15,2016-02-21,西多摩,35.0,0.13,0.13,2.5,4.63,0.13,0.13,0.88,0.25,,,1.63,,,,1.0,,,1.0,,,,,,
2016,7,2016-02-15,2016-02-21,南多摩,37.21,0.11,0.22,2.44,4.67,0.33,,0.11,0.44,,,0.67,,,,1.0,,,,,,,,,
2016,7,2016-02-15,2016-02-21,多摩立川,29.24,,0.07,3.21,4.5,0.21,,0.29,0.64,,,0.21,,0.07,,,,,,,3.0,,,,
2016,7,2016-02-15,2016-02-21,多摩府中,29.55,0.1,0.19,2.67,6.43,0.19,,0.05,0.38,0.05,,1.76,0.05,,,,,,0.33,,1.0,4.33,,,
2016,7,2016-02-15,2016-02-21,多摩小平,33.7,,0.2,3.53,5.4,0.53,,0.47,0.73,,,0.6,0.13,,,0.5,,,,,,3.0,,,
2016,7,2016-02-15,2016-02-21,島しょ,16.5,,,7.0,,,,,,,,,,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,報告数/定点数,25.82,0.12,0.18,2.98,6.78,0.27,0.03,0.25,0.4,0.02,0.02,0.43,0.05,0.01,,0.51,0.04,,0.2,0.04,0.12,1.92,,,
2016,8,2016-02-22,2016-02-28,千代田,13.0,,0.67,0.33,1.33,,,,,,,,,,,,,,,,,1.0,,,
2016,8,2016-02-22,2016-02-28,中央区,22.0,,,3.0,15.5,,,0.5,,,,,,,,1.0,,,,,,,,,
2016,8,2016-02-22,2016-02-28,みなと,22.78,0.67,0.5,2.67,5.67,0.33,0.17,,0.33,,,0.17,,,,,,,,1.0,,1.0,,,
2016,8,2016-02-22,2016-02-28,新宿区,17.33,0.88,,2.38,6.75,0.13,,0.25,0.25,,,,,,,1.0,,,,,,0.5,,,
2016,8,2016-02-22,2016-02-28,文京,22.29,,0.25,2.0,6.25,0.75,,0.5,0.25,,,0.25,,,,1.0,,,,,,3.0,,,
2016,8,2016-02-22,2016-02-28,台東,24.71,0.5,0.25,0.5,9.75,0.75,0.5,,0.75,,,0.25,,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,墨田区,27.25,0.2,,3.2,4.0,0.2,,0.4,,,,0.2,,,,,,,1.0,,,9.0,,,
2016,8,2016-02-22,2016-02-28,江東区,24.43,,0.11,3.11,12.33,0.22,0.11,0.56,0.22,,,1.11,0.11,0.11,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,品川区,15.83,,,1.0,7.0,0.13,,,0.25,,,,,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,目黒区,18.88,0.4,,1.8,6.2,,,,,,0.2,,,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,大田区,25.4,0.08,0.46,2.23,10.92,0.15,,0.31,0.38,,,0.23,,0.08,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,世田谷,26.52,0.06,0.31,3.06,5.88,0.31,,0.19,0.5,,,0.19,,,,,,,,,,4.0,,,
2016,8,2016-02-22,2016-02-28,渋谷区,13.0,,,0.75,4.25,0.25,,0.5,1.0,,,,,,,1.0,,,,,,,,,
2016,8,2016-02-22,2016-02-28,中野区,26.5,,0.17,4.5,10.0,0.5,,0.17,0.83,,,,,,,1.0,,,,,,,,,
2016,8,2016-02-22,2016-02-28,杉並,19.0,,,2.6,6.4,0.4,,0.1,0.3,,,0.1,,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,池袋,20.71,,0.25,,1.75,0.5,,,,,,0.25,,,,1.0,,,,,,5.0,,,
2016,8,2016-02-22,2016-02-28,北区,21.73,0.14,,1.57,4.0,0.43,,,0.43,,,0.43,,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,荒川区,32.29,,0.25,5.25,8.25,1.5,,,0.5,,,0.75,,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,板橋区,14.5,,0.2,1.0,3.4,0.3,,0.1,0.4,,,0.3,,,,4.0,,,,,,2.0,,,
2016,8,2016-02-22,2016-02-28,練馬区,23.9,,0.15,4.15,7.31,0.38,,0.23,0.46,,,0.46,,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,足立,24.4,0.23,,2.15,8.08,0.15,0.15,0.23,0.08,,,1.23,0.08,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,葛飾区,29.77,0.25,,4.0,6.63,0.13,0.13,0.25,,,,0.5,,,,3.0,,,3.0,,,4.0,,,
2016,8,2016-02-22,2016-02-28,江戸川,29.11,0.27,0.18,6.45,7.73,0.18,,0.36,0.55,,,0.45,,,,0.5,,,,,,,,,
2016,8,2016-02-22,2016-02-28,八王子市,37.28,,0.64,4.18,12.64,0.27,,0.09,0.45,,0.09,0.91,0.18,,,,,,,,,1.0,,,
2016,8,2016-02-22,2016-02-28,町田市,29.77,,0.25,5.38,10.38,0.25,,0.38,0.75,,,0.38,0.5,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,西多摩,30.43,,,1.88,3.75,,,0.63,0.5,,,0.75,,,,,,,,,,1.0,,,
2016,8,2016-02-22,2016-02-28,南多摩,32.21,0.22,,1.67,4.67,0.11,,,0.11,,,0.33,0.11,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,多摩立川,24.81,0.14,,4.07,4.21,0.07,0.07,0.36,0.29,,0.14,0.43,0.07,,,,,,,,,,,,
2016,8,2016-02-22,2016-02-28,多摩府中,29.06,0.05,0.14,2.14,5.19,0.14,,0.33,0.71,0.19,,0.48,0.05,,,,0.33,,,,1.0,1.33,,,
2016,8,2016-02-22,2016-02-28,多摩小平,38.78,,0.53,4.2,5.2,0.6,,0.47,0.67,,,0.8,0.07,,,0.5,,,0.5,,,3.5,,,
2016,8,2016-02-22,2016-02-28,島しょ,12.0,,,16.0,,,,,,,,,,,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,報告数/定点数,22.89,0.13,0.17,2.85,7.0,0.38,0.01,0.31,0.4,0.0,0.03,0.47,0.05,0.02,,0.18,0.04,0.08,0.24,0.12,0.08,1.48,,,
2016,9,2016-02-29,2016-03-06,千代田,14.0,,,0.33,1.0,1.0,,,0.33,,,,,,,,,,0.5,,,1.0,,,
2016,9,2016-02-29,2016-03-06,中央区,18.5,0.5,,4.5,11.0,,,,,,,,,,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,みなと,24.56,0.83,1.17,3.5,7.67,1.17,,,1.0,,,0.83,,,,,,,,3.0,,1.0,,,
2016,9,2016-02-29,2016-03-06,新宿区,14.69,0.38,,1.25,5.38,0.63,,0.13,0.25,,0.13,,,,,,,,0.5,,0.5,,,,
2016,9,2016-02-29,2016-03-06,文京,15.43,,,2.5,5.5,0.25,,0.25,0.25,,,,,,,,,,,,,3.0,,,
2016,9,2016-02-29,2016-03-06,台東,22.14,0.25,,1.5,10.25,1.25,0.25,1.5,0.5,,0.25,0.75,0.25,0.25,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,墨田区,20.5,0.4,,2.2,7.8,,,1.2,0.2,,,0.6,0.2,,,,1.0,,,,,6.0,,,
2016,9,2016-02-29,2016-03-06,江東区,24.57,0.11,,2.22,15.67,0.33,,0.33,0.78,,0.11,1.22,,0.11,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,品川区,12.08,,,1.13,7.5,0.25,,0.25,0.63,,,,,,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,目黒区,12.13,0.4,0.4,3.2,6.6,0.2,,0.2,0.2,,,0.4,,,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,大田区,22.4,0.23,0.31,2.62,7.38,0.15,,0.31,0.23,,,0.23,,0.08,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,世田谷,25.48,0.06,0.06,4.0,5.88,0.19,,0.31,0.31,,0.06,0.06,0.06,,,,,0.5,,,,3.0,,,
2016,9,2016-02-29,2016-03-06,渋谷区,12.14,0.25,,1.5,7.75,0.25,,,0.25,,,0.25,,,,1.0,,,1.0,,,2.0,,,
2016,9,2016-02-29,2016-03-06,中野区,22.0,,0.17,2.67,13.0,0.33,,0.67,0.5,,,,,,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,杉並,15.63,0.1,,2.4,9.2,0.7,,0.2,0.5,,,0.4,,0.1,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,池袋,18.14,0.25,0.5,0.75,4.25,0.75,,,0.25,0.25,0.25,0.5,,,,1.0,,,,,,,,,
2016,9,2016-02-29,2016-03-06,北区,19.18,,,0.86,5.14,0.14,,,0.57,,,,,,,1.0,,,,,,,,,
2016,9,2016-02-29,2016-03-06,荒川区,25.57,,,7.25,4.75,1.25,,,0.5,,,2.0,,,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,板橋区,14.0,,0.1,0.7,4.2,0.1,,,0.5,,,0.1,0.1,,,0.5,,,1.0,,,,,,
2016,9,2016-02-29,2016-03-06,練馬区,21.24,,0.15,3.85,6.54,,0.08,,0.31,,,0.31,,,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,足立,22.4,0.08,,2.77,7.69,1.31,,0.54,0.46,,,0.92,,,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,葛飾区,24.33,0.14,,3.57,6.71,,,0.43,0.43,,,0.71,,,,,,,1.0,,1.0,4.0,,,
2016,9,2016-02-29,2016-03-06,江戸川,24.95,,0.33,4.83,8.58,0.17,,0.5,0.42,,0.08,0.75,,,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,八王子市,36.0,0.09,0.55,3.55,10.55,0.09,,0.55,0.27,,,1.36,0.36,,,,,,,,,3.0,,,
2016,9,2016-02-29,2016-03-06,町田市,27.08,,,5.0,8.13,0.5,,0.38,0.38,,,0.5,0.38,,,1.0,,,,,,,,,
2016,9,2016-02-29,2016-03-06,西多摩,29.93,,,1.13,4.0,,,0.13,0.25,,,0.5,,,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,南多摩,29.93,,0.33,1.67,5.11,0.22,,0.22,0.44,,0.33,0.11,,,,1.0,,,,,,,,,
2016,9,2016-02-29,2016-03-06,多摩立川,21.81,0.07,,3.0,3.43,0.14,,0.14,0.43,,,0.07,,0.07,,,,,,,,,,,
2016,9,2016-02-29,2016-03-06,多摩府中,25.3,0.24,0.29,2.19,6.67,0.38,,0.29,0.57,,,0.76,0.05,0.05,,,,0.33,0.33,,,2.33,,,
2016,9,2016-02-29,2016-03-06,多摩小平,32.74,0.13,0.27,3.33,5.6,0.67,,0.6,0.13,,,0.4,0.07,,,0.5,,,,,,1.5,,,
2016,9,2016-02-29,2016-03-06,島しょ,9.5,,,28.0,,,,,,,,,,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,報告数/定点数,19.43,0.1,0.17,2.88,6.49,0.31,0.02,0.18,0.48,0.02,0.02,0.49,0.04,0.01,,0.44,,,0.4,0.12,0.16,1.24,,,
2016,10,2016-03-07,2016-03-13,千代田,10.0,0.33,,0.67,1.0,1.33,,,,,,,,,,,,,1.5,,,0.5,,,
2016,10,2016-03-07,2016-03-13,中央区,17.8,,,2.67,6.67,0.33,,,0.67,,,,,,,2.0,,,,,,,,,
2016,10,2016-03-07,2016-03-13,みなと,20.89,0.17,0.5,2.83,8.33,1.33,,,0.67,0.17,,0.33,,,,,,,,3.0,,3.0,,,
2016,10,2016-03-07,2016-03-13,新宿区,12.75,0.38,0.25,1.38,6.38,0.13,,0.13,0.38,,0.25,0.13,,,,1.0,,,0.5,,,,,,
2016,10,2016-03-07,2016-03-13,文京,13.14,,0.5,2.0,3.25,,,,0.25,,,0.25,,,,,,,,,,2.0,,,
2016,10,2016-03-07,2016-03-13,台東,17.57,0.5,0.25,2.25,8.0,0.25,0.25,0.25,1.0,,,0.25,,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,墨田区,13.63,0.4,,1.8,7.2,0.6,,0.6,0.6,,,0.4,,,,,,,2.0,,,5.0,,,
2016,10,2016-03-07,2016-03-13,江東区,22.5,,0.11,2.89,10.89,0.56,,0.22,0.33,,,0.67,,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,品川区,7.92,,,0.75,7.5,,,0.13,0.38,,,,,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,目黒区,12.25,,0.2,4.0,8.2,,,,0.4,,,0.2,,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,大田区,17.8,0.08,0.54,2.69,8.92,0.23,,0.23,0.31,,0.08,0.38,0.08,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,世田谷,21.84,0.06,0.19,3.25,8.06,0.13,,0.06,0.5,,,0.06,,,,0.5,,,,,,1.0,,,
2016,10,2016-03-07,2016-03-13,渋谷区,12.43,,,1.25,5.5,,,,0.25,,,,,,,2.0,,,,,1.0,2.0,,,
2016,10,2016-03-07,2016-03-13,中野区,18.3,,,3.67,12.67,0.17,,,0.67,,,,,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,杉並,14.56,,,1.4,4.0,0.5,,,0.7,,,,0.1,0.1,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,池袋,12.57,,,0.75,2.0,0.75,,,0.5,,,,,,,,,,,,,2.0,,,
2016,10,2016-03-07,2016-03-13,北区,17.73,,,0.86,5.71,0.14,0.14,,0.29,,,0.14,,,,1.0,,,,,,,,,
2016,10,2016-03-07,2016-03-13,荒川区,28.86,,0.25,8.75,6.25,1.25,,0.25,,,,0.75,,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,板橋区,9.44,0.1,,0.6,5.0,0.2,,,0.1,0.1,,,0.3,,,0.5,,,,,,2.0,,,
2016,10,2016-03-07,2016-03-13,練馬区,20.29,0.15,,3.85,6.62,0.23,0.08,,0.54,,,0.38,,0.08,,0.5,,,,,,,,,
2016,10,2016-03-07,2016-03-13,足立,20.25,0.15,0.08,3.0,4.62,0.08,,0.31,0.54,,,1.46,,,,0.5,,,,,,,,,
2016,10,2016-03-07,2016-03-13,葛飾区,21.69,,0.13,3.13,4.75,,,0.5,0.5,,,1.13,0.25,,,2.0,,,1.0,,1.0,2.0,,,
2016,10,2016-03-07,2016-03-13,江戸川,21.5,0.09,0.36,4.55,8.0,0.27,0.09,1.0,0.55,,,0.36,,,,0.5,,,,,,,,,
2016,10,2016-03-07,2016-03-13,八王子市,29.5,,0.45,4.55,8.36,0.27,,0.18,0.45,0.09,0.09,1.36,0.09,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,町田市,22.62,0.13,0.13,4.75,7.5,0.88,,0.38,0.25,,,0.25,0.25,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,西多摩,21.21,,0.63,1.38,4.38,,,0.13,0.25,,,0.13,,,,,,,,,,1.0,,,
2016,10,2016-03-07,2016-03-13,南多摩,23.5,0.11,,1.78,4.78,0.11,,0.11,0.56,,,0.56,,,,,,,,,,,,,
2016,10,2016-03-07,2016-03-13,多摩立川,19.19,0.14,0.14,4.07,5.64,0.21,,0.14,0.5,0.07,,0.36,,,,0.5,,,1.0,,1.0,,,,
2016,10,2016-03-07,2016-03-13,多摩府中,22.45,0.14,0.14,2.1,6.24,0.24,0.05,0.1,0.81,,,1.43,0.05,,,0.67,,,,,0.33,1.33,,,
2016,10,2016-03-07,2016-03-13,多摩小平,26.26,0.07,0.13,3.93,4.8,0.6,0.07,0.33,0.6,,,0.53,,0.07,,,,,1.0,,,2.5,,,
2016,10,2016-03-07,2016-03-13,島しょ,11.5,,,18.0,,,,,,,,,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,報告数/定点数,14.86,0.1,0.18,2.96,6.14,0.27,0.02,0.17,0.48,0.0,0.02,0.47,0.06,0.02,0.03,0.38,,0.08,0.52,0.04,0.24,1.32,,,
2016,11,2016-03-14,2016-03-20,千代田,6.75,,,,0.67,0.33,,,,,,,,,,,,,1.0,,,,,,
2016,11,2016-03-14,2016-03-20,中央区,14.2,0.33,,2.67,1.67,,,,,,,,,,,4.0,,,,,,,,,
2016,11,2016-03-14,2016-03-20,みなと,12.56,0.5,0.67,1.17,6.67,0.83,,,0.67,,,0.67,,,,,,,,1.0,,2.0,,,
2016,11,2016-03-14,2016-03-20,新宿区,6.25,0.25,0.13,2.25,4.88,,0.13,0.13,0.38,,,,,,,1.5,,0.5,0.5,,0.5,0.5,,,
2016,11,2016-03-14,2016-03-20,文京,11.0,,0.25,2.25,5.75,0.5,,0.25,0.5,,,0.25,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,台東,12.71,0.25,0.25,2.75,7.0,0.25,0.5,,0.5,,0.25,0.75,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,墨田区,14.5,,,4.4,4.0,,,0.2,0.4,,,0.8,0.6,,,,,,2.0,,,5.0,,,
2016,11,2016-03-14,2016-03-20,江東区,16.86,0.11,,2.56,10.22,0.33,,0.11,0.67,,,0.78,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,品川区,5.17,0.13,0.25,1.13,6.0,,,,0.38,,,0.38,0.25,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,目黒区,10.63,0.2,,2.0,9.0,0.2,0.2,,0.8,,,,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,大田区,14.15,0.15,0.62,4.85,9.62,0.38,,0.62,0.85,0.08,,0.31,0.08,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,世田谷,13.64,,0.38,3.88,6.25,0.31,,0.13,0.06,,,0.44,0.31,,,,,,,,,2.0,,,
2016,11,2016-03-14,2016-03-20,渋谷区,9.86,,,1.5,7.75,0.25,,0.5,1.0,,,,,,,2.0,,,,,4.0,1.0,,,
2016,11,2016-03-14,2016-03-20,中野区,12.4,,0.17,3.83,14.5,0.17,,0.33,1.5,,,0.33,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,杉並,14.13,,0.4,1.3,4.8,0.4,,0.1,0.4,,,,,0.2,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,池袋,9.57,0.5,,1.0,4.0,0.25,,0.25,,,,0.25,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,北区,14.73,,0.29,1.0,3.71,,,,0.57,,,0.43,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,荒川区,23.0,0.5,,8.5,3.0,0.5,,,0.5,,,0.25,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,板橋区,9.69,,,1.2,3.2,0.4,,,0.2,,,0.2,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,練馬区,14.29,0.08,0.08,2.77,5.54,0.08,,,0.46,,0.08,0.15,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,足立,12.85,0.08,0.15,2.77,6.54,0.31,,0.31,0.46,,,1.08,,,,0.5,,,,,,,,,
2016,11,2016-03-14,2016-03-20,葛飾区,22.77,0.13,0.13,3.75,5.0,0.13,,0.25,0.5,,0.13,0.25,,,,1.0,,,3.0,,,1.0,,,
2016,11,2016-03-14,2016-03-20,江戸川,13.72,,0.27,4.45,6.09,0.36,,0.18,0.18,,,0.36,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,八王子市,28.61,0.27,0.18,3.64,12.0,0.36,,0.36,0.27,,,2.27,0.09,0.09,,1.0,,,1.0,,,,,,
2016,11,2016-03-14,2016-03-20,町田市,17.31,,,5.25,6.0,0.75,,0.25,0.63,,,0.13,0.25,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,西多摩,17.64,0.13,,1.13,5.88,,,0.13,0.13,,,0.5,,,,,,,3.0,,,12.0,,,
2016,11,2016-03-14,2016-03-20,南多摩,21.71,,,1.56,4.44,0.11,,0.11,0.89,,,0.56,,,,,,,,,,,,,
2016,11,2016-03-14,2016-03-20,多摩立川,14.57,0.07,0.07,3.71,4.93,0.07,,0.14,0.64,,0.07,0.21,,,,0.5,,,1.0,,1.0,,,,
2016,11,2016-03-14,2016-03-20,多摩府中,15.84,0.05,0.21,1.53,5.58,0.47,0.05,0.16,0.37,,0.05,0.63,0.05,,0.33,0.33,,0.33,,,,1.67,,,
2016,11,2016-03-14,2016-03-20,多摩小平,16.22,,0.2,4.87,4.4,0.2,,0.27,0.67,,,0.4,,0.07,,,,,,,,1.0,,,
2016,11,2016-03-14,2016-03-20,島しょ,19.0,,,16.0,,,,,,,,1.0,,,,,,,,,,,,,
2016,12,2016-03-21,2016-03-27,報告数/定点数,9.3,0.1,0.12,2.26,4.99,0.33,0.07,0.13,0.35,,0.02,0.43,0.02,0.0,0.05,0.36,0.04,,0.2,,0.2,0.88,,,
2016,12,2016-03-21,2016-03-27,千代田,5.5,0.33,,0.67,1.0,0.67,,,0.33,,,,,,,,,,,,,1.0,,,
2016,12,2016-03-21,2016-03-27,中央区,7.4,,,3.0,9.33,0.33,,,0.67,,,,,,,1.0,,,,,,,,,
2016,12,2016-03-21,2016-03-27,みなと,7.89,0.5,0.33,2.33,6.5,1.17,0.17,,0.33,,,0.5,,,,,,,,,,2.0,,,
